2026-08-06T18:15:39.937162Z | LINK | writer address 172.19.176.1:45016 read back from WSL default route (ip route show default)
2026-08-06T18:15:40.066907Z | LINK | up: connected to the stand-in writer at 172.19.176.1:45016 (attempt 1, connection 1). NO READING IS REPLAYED ONTO A NEW CONNECTION: the first SPD line a fresh link carries is the first reading that arrives after it, so a reconnect can never resurrect a value measured before the gap
2026-08-06T18:15:40.073465Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-06T18:15:40.080260Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-06T18:15:40.086150Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-06T18:15:40.516897Z | SILENT | mot: sending again after 0.500 s of silence (10 ticks)
2026-08-06T18:15:40.522746Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-06T18:16:31.473298Z | SILENT | a: sending again after 51.450 s of silence (1029 ticks)
2026-08-06T18:16:31.480233Z | SILENT | b: sending again after 51.450 s of silence (1029 ticks)
2026-08-06T18:22:19.010676Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-06T18:22:31.513285Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-06T18:24:13.519940Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-06T18:24:28.223470Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-06T18:24:39.723529Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-06T18:24:48.323506Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-06T18:25:27.225811Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
