2026-08-07T14:48:41.221451Z | LINK | writer address 172.19.176.1:45016 read back from WSL default route (ip route show default)
2026-08-07T14:48:41.364378Z | LINK | up: connected to the stand-in writer at 172.19.176.1:45016 (attempt 1, connection 1). NO READING IS REPLAYED ONTO A NEW CONNECTION: the first SPD line a fresh link carries is the first reading that arrives after it, so a reconnect can never resurrect a value measured before the gap
2026-08-07T14:48:41.368639Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:48:41.374228Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:48:41.379143Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:48:43.914141Z | SILENT | mot: sending again after 2.600 s of silence (52 ticks)
2026-08-07T14:48:43.921486Z | MOTION | MOT 1 0 (present=True, observation valid=False)
2026-08-07T14:48:44.014888Z | SILENT | a: sending again after 2.700 s of silence (54 ticks)
2026-08-07T14:48:44.021422Z | SILENT | b: sending again after 2.700 s of silence (54 ticks)
2026-08-07T14:48:44.064325Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T14:48:44.564169Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T14:50:05.947252Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:50:05.997311Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T14:50:51.541332Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:50:51.591241Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T14:51:34.479158Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:51:34.529209Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T14:51:40.429545Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:51:40.479233Z | SILENT | mot: sending again after 0.099 s of silence (2 ticks)
2026-08-07T14:51:44.729313Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:51:44.755773Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:51:44.774862Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:51:44.829766Z | SILENT | a: sending again after 0.150 s of silence (3 ticks)
2026-08-07T14:51:44.844813Z | SILENT | b: sending again after 0.150 s of silence (3 ticks)
2026-08-07T14:51:44.869540Z | SILENT | mot: sending again after 0.150 s of silence (3 ticks)
2026-08-07T14:51:54.179558Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:51:54.191728Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:51:54.214380Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:51:54.279818Z | SILENT | a: sending again after 0.150 s of silence (3 ticks)
2026-08-07T14:51:54.292245Z | SILENT | b: sending again after 0.150 s of silence (3 ticks)
2026-08-07T14:51:54.301159Z | SILENT | mot: sending again after 0.150 s of silence (3 ticks)
