2026-08-07T14:29:18.929263Z | LINK | writer address 172.19.176.1:45016 read back from WSL default route (ip route show default)
2026-08-07T14:29:19.075272Z | LINK | up: connected to the stand-in writer at 172.19.176.1:45016 (attempt 1, connection 1). NO READING IS REPLAYED ONTO A NEW CONNECTION: the first SPD line a fresh link carries is the first reading that arrives after it, so a reconnect can never resurrect a value measured before the gap
2026-08-07T14:29:19.079596Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:29:19.085254Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:29:19.090835Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:29:21.325215Z | SILENT | mot: sending again after 2.300 s of silence (46 ticks)
2026-08-07T14:29:21.332433Z | MOTION | MOT 1 0 (present=True, observation valid=False)
2026-08-07T14:29:21.375232Z | SILENT | a: sending again after 2.350 s of silence (47 ticks)
2026-08-07T14:29:21.381853Z | SILENT | b: sending again after 2.350 s of silence (47 ticks)
2026-08-07T14:29:21.525347Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:29:21.575406Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T14:29:21.583238Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T14:29:21.975420Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T14:29:26.825387Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:29:26.875309Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
