2026-08-07T14:39:15.945446Z | LINK | writer address 172.19.176.1:45016 read back from WSL default route (ip route show default)
2026-08-07T14:39:16.075216Z | LINK | up: connected to the stand-in writer at 172.19.176.1:45016 (attempt 1, connection 1). NO READING IS REPLAYED ONTO A NEW CONNECTION: the first SPD line a fresh link carries is the first reading that arrives after it, so a reconnect can never resurrect a value measured before the gap
2026-08-07T14:39:16.079783Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:39:16.085960Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:39:16.090316Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:39:18.575293Z | SILENT | mot: sending again after 2.550 s of silence (51 ticks)
2026-08-07T14:39:18.582805Z | MOTION | MOT 1 0 (present=True, observation valid=False)
2026-08-07T14:39:18.625406Z | SILENT | a: sending again after 2.600 s of silence (52 ticks)
2026-08-07T14:39:18.637687Z | SILENT | b: sending again after 2.600 s of silence (52 ticks)
2026-08-07T14:39:18.675918Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T14:39:19.175846Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T14:40:07.262927Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:40:07.312963Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T14:40:21.263226Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:40:21.277726Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T14:40:21.291110Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T14:40:21.315355Z | SILENT | a: sending again after 0.101 s of silence (2 ticks)
2026-08-07T14:40:21.329847Z | SILENT | b: sending again after 0.101 s of silence (2 ticks)
2026-08-07T14:40:21.339069Z | SILENT | mot: sending again after 0.101 s of silence (2 ticks)
2026-08-07T14:40:42.107337Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
