2026-08-07T15:14:58.880844Z | LINK | writer address 172.19.176.1:45016 read back from WSL default route (ip route show default)
2026-08-07T15:14:59.662247Z | LINK | up: connected to the stand-in writer at 172.19.176.1:45016 (attempt 1, connection 1). NO READING IS REPLAYED ONTO A NEW CONNECTION: the first SPD line a fresh link carries is the first reading that arrives after it, so a reconnect can never resurrect a value measured before the gap
2026-08-07T15:14:59.667973Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T15:14:59.674960Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T15:14:59.680462Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T15:15:00.611834Z | SILENT | mot: sending again after 1.000 s of silence (20 ticks)
2026-08-07T15:15:00.616767Z | MOTION | MOT 1 0 (present=True, observation valid=False)
2026-08-07T15:15:00.662088Z | SILENT | a: sending again after 1.050 s of silence (21 ticks)
2026-08-07T15:15:00.669496Z | SILENT | b: sending again after 1.050 s of silence (21 ticks)
2026-08-07T15:15:00.762004Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T15:15:01.312178Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T15:15:11.956588Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T15:15:11.967950Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T15:15:12.006593Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T15:15:12.206596Z | SILENT | a: sending again after 0.250 s of silence (5 ticks)
2026-08-07T15:15:12.216393Z | SILENT | b: sending again after 0.300 s of silence (6 ticks)
2026-08-07T15:15:12.223817Z | SILENT | mot: sending again after 0.300 s of silence (6 ticks)
2026-08-07T15:15:14.956572Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T15:15:14.966132Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T15:15:15.006515Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T15:15:15.206624Z | SILENT | a: sending again after 0.250 s of silence (5 ticks)
2026-08-07T15:15:15.212899Z | SILENT | b: sending again after 0.300 s of silence (6 ticks)
2026-08-07T15:15:15.221337Z | SILENT | mot: sending again after 0.300 s of silence (6 ticks)
2026-08-07T15:15:17.956715Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T15:15:17.965685Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T15:15:18.006646Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T15:15:18.207179Z | SILENT | a: sending again after 0.250 s of silence (5 ticks)
2026-08-07T15:15:18.219511Z | SILENT | b: sending again after 0.301 s of silence (6 ticks)
2026-08-07T15:15:18.228700Z | SILENT | mot: sending again after 0.301 s of silence (6 ticks)
2026-08-07T15:16:10.795070Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T15:16:10.844727Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T15:16:58.489851Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T15:16:58.538867Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T15:17:26.333797Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T15:17:26.382710Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T15:17:43.076460Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T15:17:43.126860Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T15:18:00.129743Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T15:18:00.171840Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T15:18:00.189566Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T15:18:00.226604Z | SILENT | a: sending again after 0.150 s of silence (3 ticks)
2026-08-07T15:18:00.241208Z | SILENT | b: sending again after 0.150 s of silence (3 ticks)
2026-08-07T15:18:00.252819Z | SILENT | mot: sending again after 0.150 s of silence (3 ticks)
2026-08-07T15:19:05.857589Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T15:19:05.907555Z | SILENT | mot: sending again after 0.099 s of silence (2 ticks)
2026-08-07T15:19:06.907591Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
