2026-08-07T13:38:32.574910Z | LINK | writer address 172.19.176.1:45016 read back from WSL default route (ip route show default)
2026-08-07T13:38:32.717399Z | LINK | up: connected to the stand-in writer at 172.19.176.1:45016 (attempt 1, connection 1). NO READING IS REPLAYED ONTO A NEW CONNECTION: the first SPD line a fresh link carries is the first reading that arrives after it, so a reconnect can never resurrect a value measured before the gap
2026-08-07T13:38:32.722413Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:38:32.728449Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:38:32.733527Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T13:38:35.360539Z | SILENT | mot: sending again after 2.699 s of silence (54 ticks)
2026-08-07T13:38:35.369040Z | MOTION | MOT 1 0 (present=True, observation valid=False)
2026-08-07T13:38:35.409481Z | SILENT | a: sending again after 2.749 s of silence (55 ticks)
2026-08-07T13:38:35.418605Z | SILENT | b: sending again after 2.749 s of silence (55 ticks)
2026-08-07T13:38:35.559631Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T13:38:36.059436Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T13:38:36.159502Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:38:36.171312Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:38:36.185098Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T13:38:36.209595Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T13:38:36.224329Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T13:38:36.235715Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T13:38:47.959858Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T13:38:48.009499Z | SILENT | mot: sending again after 0.099 s of silence (2 ticks)
2026-08-07T13:39:46.450746Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T13:39:46.501354Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T13:39:57.450574Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:39:57.461332Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:39:57.474522Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T13:39:57.550685Z | SILENT | a: sending again after 0.150 s of silence (3 ticks)
2026-08-07T13:39:57.558681Z | SILENT | b: sending again after 0.150 s of silence (3 ticks)
2026-08-07T13:39:57.567882Z | SILENT | mot: sending again after 0.150 s of silence (3 ticks)
2026-08-07T13:40:05.392197Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:40:05.406393Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:40:05.416821Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T13:40:05.452763Z | SILENT | a: sending again after 0.110 s of silence (2 ticks)
2026-08-07T13:40:05.469689Z | SILENT | b: sending again after 0.110 s of silence (2 ticks)
2026-08-07T13:40:05.487633Z | SILENT | mot: sending again after 0.110 s of silence (2 ticks)
2026-08-07T13:40:40.788475Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T13:40:40.838499Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T13:41:31.931710Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:41:31.943491Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:41:31.969348Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T13:41:32.033143Z | SILENT | a: sending again after 0.151 s of silence (3 ticks)
2026-08-07T13:41:32.044251Z | SILENT | b: sending again after 0.151 s of silence (3 ticks)
2026-08-07T13:41:32.059643Z | SILENT | mot: sending again after 0.151 s of silence (3 ticks)
2026-08-07T13:42:17.823921Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:42:17.835252Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T13:42:17.842568Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T13:42:17.874209Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T13:42:17.888765Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T13:42:17.896745Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T13:42:18.524422Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
